#{"t_start": 1682479182.208058, "env_id": "FuzzGym-v0"}
r,l,t
95.690401,11,3.692751
95.705687,11,3.918505
95.710679,11,4.184648
95.7215,11,4.471926
95.68884,11,4.661002
95.722647,11,4.931428
95.703866,11,5.179867
95.704472,11,5.409612
95.700473,11,5.630892
95.716834,11,5.853555
95.713253,11,6.087988
95.708913,11,6.333223
95.715907,11,6.617218
95.747121,11,6.884116
95.701605,11,7.11268
95.742126,11,7.39844
95.716257,11,7.642544
95.693636,11,7.864846
95.690837,11,8.06602
95.689376,11,8.293714
95.691045,11,8.514388
95.698125,11,8.730942
95.69943,11,8.989798
95.709803,11,9.217336
95.69153,11,9.471549
95.687815,11,9.7064
95.70596,11,9.977574
95.688155,11,10.162704
95.688566,11,10.367476
95.699438,11,10.569915
95.688841,11,10.810075
95.688589,11,11.02974
95.688029,11,11.224188
95.688221,11,11.449697
95.721793,11,11.713796
95.690829,11,11.90517
95.689473,11,12.129699
95.699654,11,12.331352
95.698441,11,12.55574
95.709152,11,12.746951
95.699943,11,12.974136
95.692599,11,13.20437
95.707243,11,13.401842
95.696718,11,13.638902
95.7296,11,13.894841
95.707756,11,14.107351
95.688297,11,14.313751
95.724349,11,14.551156
95.69289,11,14.752064
95.723238,11,15.00865
95.732884,11,15.283606
95.738381,11,15.564182
95.717319,11,15.834941
95.68945,11,16.09679
95.723342,11,16.324664
95.703897,11,16.572123
95.687841,11,16.794978
95.720295,11,17.007898
95.70302,11,17.219722
95.689624,11,17.420611
95.687273,11,17.593509
95.712355,11,17.787244
95.720353,11,18.024684
95.704571,11,18.224844
95.68769,11,18.427453
95.719917,11,18.663771
95.698409,11,18.883255
95.688193,11,19.091459
95.689067,11,19.334182
95.696602,11,19.538637
95.712832,11,19.763292
95.703955,11,20.02038
95.687368,11,20.241369
95.698713,11,20.459004
95.696258,11,20.693574
95.691479,11,21.009984
95.71141,11,21.256398
95.69108,11,21.48766
95.697893,11,21.741985
95.719351,11,22.035602
95.70534,11,22.251318
95.688857,11,22.507192
95.704861,11,22.813511
95.717374,11,23.024246
95.704742,11,23.254264
95.714705,11,23.550932
95.733591,11,23.806249
95.706972,11,24.010036
95.70089,11,24.236804
95.705505,11,24.471272
95.729477,11,24.713066
95.689629,11,24.95852
95.699505,11,25.207006
95.729314,11,30.174192
95.701267,11,30.398418
95.724465,11,30.900291
95.687136,11,31.129981
95.6964,11,31.394525
95.69689,11,31.725933
95.710488,11,31.965701
95.697175,11,32.184654
95.702008,11,32.453127
95.788135,11,32.947927
95.688973,11,33.230079
95.725439,11,33.666062
95.698747,11,34.071207
95.737958,11,34.388146
95.748947,11,34.769277
95.71841,11,35.355527
95.707301,11,35.564638
95.690327,11,35.807871
95.749857,11,36.362709
95.703597,11,36.772948
95.834692,11,37.232431
95.874627,11,37.671134
95.717197,11,37.892746
95.694013,11,38.201747
95.727392,11,38.553443
95.712794,11,38.880573
95.706129,11,39.192937
95.705097,11,39.50175
95.706978,11,39.780933
95.749617,11,40.085755
95.688831,11,40.331793
95.703575,11,40.641868
95.72269,11,40.90436
95.766995,11,41.206781
95.700977,11,41.426584
95.693142,11,41.747218
95.689621,11,42.144282
95.695052,11,42.416937
95.715722,11,42.634073
95.763539,11,43.083541
95.687243,11,43.349977
95.690508,11,43.668285
95.717799,11,44.009881
95.701875,11,44.283347
95.913577,11,44.799414
95.789871,11,45.209434
95.717602,11,45.462674
95.726583,11,45.725301
95.701048,11,45.982996
95.755177,11,46.479277
95.697625,11,46.683842
95.761906,11,47.017167
95.699601,11,47.258335
95.859045,11,47.653224
95.704356,11,47.923432
95.701619,11,48.191321
95.77541,11,48.623309
95.756341,11,48.921021
95.689348,11,49.269019
95.709458,11,49.657811
95.865042,11,50.348701
95.720611,11,50.693638
95.811849,11,51.044804
95.710375,11,51.461335
95.747485,11,51.76927
95.719302,11,52.211869
95.715523,11,52.443616
95.687212,11,52.690072
