#{"t_start": 1682476289.9507246, "env_id": "FuzzGym-v0"}
r,l,t
79.408754,11,5.783767
79.41064,11,6.340146
79.414342,11,6.849246
79.391474,11,7.37045
79.388583,11,7.904734
79.408697,11,8.455424
79.418287,11,9.022048
79.413117,11,9.575094
79.417674,11,10.119285
79.402425,11,10.635105
79.407113,11,11.190657
79.39138,11,11.711169
79.396039,11,12.227179
79.412964,11,12.793448
79.410617,11,13.336901
79.417187,11,13.881461
79.400303,11,14.355874
79.395322,11,14.866923
79.395836,11,15.374272
79.418162,11,15.934464
79.407296,11,16.440927
79.406119,11,16.991102
79.421204,11,17.565899
79.406898,11,18.097131
79.394969,11,18.624461
79.39887,11,19.146523
79.408701,11,19.698534
79.415083,11,20.220018
79.417303,11,20.772598
79.388532,11,21.295538
79.417858,11,21.838637
79.409607,11,22.381113
79.416316,11,22.919318
79.402479,11,23.443296
79.392536,11,23.972001
79.416088,11,24.508584
79.413762,11,25.040761
79.408258,11,25.57851
79.397952,11,26.084108
79.413439,11,26.605316
79.393911,11,27.128744
79.411972,11,27.667367
79.410112,11,28.197605
79.415795,11,28.74777
79.385601,11,29.2056
79.396381,11,29.742613
79.418495,11,30.299028
79.405432,11,30.826282
79.415265,11,31.346875
79.402785,11,31.88031
79.405277,11,32.407352
79.410752,11,32.916036
79.401735,11,33.435826
79.401147,11,33.966237
79.415567,11,34.485434
79.411535,11,35.048266
79.412248,11,35.61013
79.415316,11,36.163428
79.407277,11,36.704663
79.414598,11,37.277578
79.417647,11,37.828799
79.393403,11,38.351726
79.413945,11,38.921018
79.393943,11,39.436406
79.415532,11,39.975874
79.399668,11,40.509398
79.40983,11,41.045733
79.418318,11,41.593694
79.418945,11,42.143606
79.414548,11,42.66999
79.405377,11,43.194109
79.399473,11,43.732845
79.405256,11,44.278837
79.417427,11,44.841377
79.408826,11,45.381134
79.420039,11,45.932335
79.423847,11,46.466929
79.412826,11,47.012427
79.418495,11,47.564006
79.410008,11,48.073565
79.408318,11,48.633994
79.407474,11,49.164705
79.408464,11,49.693927
79.39788,11,50.20945
79.399684,11,50.739227
79.39972,11,51.277751
79.393659,11,51.796107
79.41817,11,52.307832
79.397134,11,52.826727
79.413506,11,53.371839
79.419287,11,53.924875
79.419265,11,54.47278
79.401117,11,54.993206
79.403479,11,60.154831
79.399995,11,60.655869
79.410628,11,61.1828
79.407348,11,61.710035
79.398211,11,62.237134
79.407969,11,62.76593
79.406601,11,63.252014
79.394116,11,63.753518
79.404662,11,64.252047
79.397208,11,64.766052
79.404034,11,65.277594
79.391033,11,65.76703
79.407027,11,66.287836
79.389825,11,66.766436
79.391842,11,67.272033
79.396574,11,67.776683
79.392832,11,68.284381
79.403945,11,68.787019
79.410369,11,69.32646
79.405972,11,69.831153
79.392053,11,70.353966
79.404796,11,70.89554
79.412612,11,71.431699
