#{"t_start": 1682494993.6572208, "env_id": "FuzzGym-v0"}
r,l,t
95.890664,11,3.698752
95.699243,11,3.895405
95.700792,11,4.118183
95.713689,11,4.337059
95.706454,11,4.572281
95.706861,11,4.817389
95.69633,11,5.02476
95.718295,11,5.24575
95.716022,11,5.479483
95.698524,11,5.696842
95.691129,11,5.924242
95.692639,11,6.157603
95.704882,11,6.371608
95.694989,11,6.551326
95.690802,11,6.749672
95.690375,11,6.915564
95.723903,11,7.188222
95.713436,11,7.415185
95.712675,11,7.633021
95.691245,11,7.815912
95.690224,11,7.99317
95.690502,11,8.208434
95.724473,11,8.476118
95.73842,11,8.716066
95.704679,11,8.936036
95.69464,11,9.180816
95.706868,11,9.395083
95.69098,11,9.587018
95.720903,11,9.782664
95.718103,11,9.979664
95.724806,11,10.209845
95.706656,11,10.42459
95.707054,11,10.622546
95.698773,11,10.8404
95.69943,11,11.045214
95.692254,11,11.286446
95.70695,11,11.519143
95.689963,11,11.725004
95.710306,11,11.947623
95.717406,11,12.173844
95.707218,11,12.414694
95.718503,11,12.678624
95.693354,11,12.905887
95.690303,11,13.091989
95.691181,11,13.277099
95.720989,11,13.477896
95.698387,11,13.71932
95.696334,11,13.938878
95.707843,11,14.162692
95.692174,11,14.418148
95.710283,11,14.624509
95.720302,11,14.92641
95.707099,11,15.161943
95.706458,11,15.345432
95.702348,11,15.548891
95.689661,11,15.766412
95.710649,11,15.999476
95.699097,11,16.218667
95.719304,11,16.488607
95.719545,11,16.732356
95.706158,11,16.989599
95.691004,11,17.216077
95.706022,11,17.457526
95.691717,11,17.674118
95.702692,11,17.945909
95.694252,11,18.185222
95.710794,11,18.386466
95.704708,11,18.654827
95.70608,11,18.888988
95.700732,11,19.135724
95.729706,11,19.384866
95.689568,11,19.565549
95.706974,11,19.802031
95.716244,11,20.027145
95.706161,11,20.297971
95.689857,11,20.474661
95.706968,11,20.730069
95.70247,11,20.904783
95.719267,11,21.115999
95.706087,11,21.337593
95.690433,11,21.519584
95.705744,11,21.725692
95.731779,11,21.957582
95.719461,11,22.19135
95.690326,11,22.403942
95.710089,11,22.619761
95.691146,11,22.799835
95.689901,11,22.983473
95.690281,11,23.182436
95.706452,11,23.40725
95.690256,11,23.602621
95.691218,11,23.796608
95.742226,11,24.041588
95.719509,11,29.051491
95.727379,11,29.531746
95.706679,11,29.791041
95.741251,11,30.072263
95.72212,11,30.408467
95.831638,11,30.902433
95.713161,11,31.64907
95.750567,11,32.053784
95.760231,11,32.455229
95.727065,11,32.682776
95.772025,11,33.062594
95.734206,11,33.35165
95.72346,11,33.799243
95.740913,11,34.204965
95.905789,11,34.685309
95.716316,11,34.976713
95.692325,11,35.337386
95.707146,11,35.792876
95.829348,11,36.226614
96.079935,11,36.957137
95.722054,11,37.513269
95.723704,11,37.921405
95.705258,11,38.267767
95.741338,11,38.655598
95.706334,11,39.087749
95.791428,11,39.60669
95.691109,11,39.912718
95.689538,11,40.282687
95.706786,11,40.870614
95.724038,11,41.102089
95.709953,11,41.362502
95.798299,11,41.842467
95.842692,11,42.262342
95.800307,11,42.741048
95.709837,11,42.947722
95.699826,11,43.201551
95.727306,11,43.607075
95.702153,11,44.053888
95.703752,11,44.328963
95.874656,11,44.720155
95.710125,11,44.996438
95.690988,11,46.180847
95.724995,11,46.538136
95.748737,11,47.019738
95.725417,11,47.463531
95.702026,11,47.87193
95.702867,11,48.087502
95.716473,11,48.662016
95.817052,11,49.005613
95.71783,11,49.281484
95.69774,11,49.596066
95.725855,11,49.880923
95.719679,11,50.20789
96.422281,11,52.194599
95.808872,11,52.600998
96.322537,11,53.576352
96.054055,11,54.1444
95.698662,11,54.357239
95.690435,11,54.702128
96.608313,11,55.816354
95.72843,11,56.197037
95.691436,11,56.585061
95.7067,11,56.8022
95.815902,11,57.15304
95.692257,11,57.458937
95.706313,11,57.721482
95.884024,11,58.142946
95.800616,11,58.528473
95.750162,11,59.031704
95.731673,11,59.3695
95.697776,11,59.602566
95.805458,11,60.812245
95.759081,11,61.32771
95.727011,11,61.884335
95.749049,11,62.320335
95.698035,11,62.586812
95.782227,11,63.343042
95.754304,11,63.744392
95.844762,11,64.232351
95.693362,11,64.549821
95.71816,11,64.967614
95.707935,11,65.302884
95.760249,11,65.595955
95.719543,11,65.958243
95.695179,11,66.358845
95.689831,11,66.666979
95.707306,11,67.068577
95.727637,11,67.408509
95.728952,11,67.712157
95.69874,11,68.068362
95.70328,11,68.325864
95.829801,11,68.754163
95.902731,11,69.227158
95.778404,11,74.157012
95.734116,11,74.625358
95.7445,11,74.913304
95.695072,11,75.14207
95.695533,11,75.369409
95.743568,11,75.634419
96.465149,11,76.647966
95.71347,11,77.640666
95.738192,11,77.996236
95.727259,11,78.294268
95.755952,11,78.704731
95.693975,11,79.186871
95.799532,11,79.487722
95.887846,11,79.884942
95.826381,11,80.651559
95.79486,11,81.200845
95.747589,11,81.56547
95.718444,11,81.813883
95.691229,11,82.064383
95.782635,11,82.437841
95.740722,11,82.752822
95.739118,11,83.032458
95.815687,11,83.536031
95.697068,11,84.199119
95.757337,11,84.536552
95.709379,11,84.754573
95.706425,11,84.954761
95.695326,11,85.279023
95.710431,11,85.715116
95.692975,11,86.007631
95.884675,11,86.416543
95.782129,11,86.717314
95.694652,11,87.328634
95.701458,11,87.896272
95.765038,11,88.290167
95.721381,11,88.595405
95.708136,11,88.910399
95.760728,11,89.197082
95.721703,11,89.441392
95.723272,11,89.755851
95.764472,11,90.050583
95.880433,11,91.003918
95.71123,11,91.412513
95.716226,11,91.758442
95.700472,11,92.064472
95.729963,11,92.395998
95.719178,11,92.758091
95.790679,11,93.111971
