#{"t_start": 1682520174.9795594, "env_id": "FuzzGym-v0"}
r,l,t
95.692068,11,3.944613
95.694927,11,4.14689
95.703369,11,4.407789
95.690079,11,4.627839
95.687566,11,4.853478
95.687511,11,5.061842
95.690317,11,5.285512
95.712054,11,5.492024
95.688595,11,5.684866
95.704041,11,5.88594
95.708212,11,6.089542
95.704871,11,6.323329
95.729386,11,6.649466
95.699754,11,6.92544
95.71272,11,7.145511
95.68889,11,7.329027
95.68907,11,7.537025
95.727773,11,7.794739
95.708216,11,8.065181
95.699387,11,8.272163
95.687472,11,8.466675
95.716782,11,8.710949
95.716432,11,8.981273
95.68849,11,9.209239
95.687843,11,9.426116
95.710943,11,9.670489
95.687836,11,9.903137
95.687577,11,10.096113
95.704295,11,10.332829
95.687526,11,10.555669
95.691944,11,10.800823
95.716278,11,11.021619
95.722781,11,11.244486
95.703106,11,11.45464
95.716921,11,11.687253
95.700514,11,11.974645
95.690146,11,12.146255
95.761882,11,12.462816
95.708498,11,12.686349
95.71583,11,12.939719
95.687529,11,13.13287
95.704441,11,13.368312
95.723282,11,13.621704
95.720684,11,13.865004
95.688392,11,14.165783
95.695533,11,14.369153
95.695585,11,14.67181
95.703512,11,14.912061
95.73605,11,15.146801
95.749459,11,15.376448
95.712171,11,15.566493
95.72038,11,15.767056
95.688432,11,15.967729
95.712009,11,16.187117
95.711876,11,16.47844
95.703547,11,16.718912
95.688626,11,16.940427
95.703791,11,17.193147
95.6882,11,17.441817
95.687339,11,17.661716
95.715946,11,17.908615
95.707578,11,18.134182
95.704092,11,18.365243
95.698311,11,18.585948
95.705744,11,18.775053
95.712824,11,19.07986
95.712216,11,19.377531
95.687937,11,19.592625
95.701385,11,19.835595
95.688315,11,20.048035
95.690247,11,20.245226
95.688094,11,20.444596
95.70374,11,20.660884
95.720758,11,20.897477
95.689604,11,21.098339
95.699678,11,21.306636
95.703394,11,21.538718
95.688831,11,21.750211
95.688045,11,21.995403
95.688164,11,22.229089
95.687893,11,22.48878
95.697327,11,22.697462
95.703908,11,22.902309
95.726422,11,23.136738
95.689514,11,23.360826
95.720166,11,23.584835
95.68751,11,23.791297
95.687475,11,24.032734
95.703469,11,24.214775
95.687297,11,24.413605
95.69312,11,24.649487
95.727358,11,24.919315
95.699351,11,25.165756
95.994166,11,30.499919
95.727262,11,30.749774
95.712851,11,31.299279
95.848256,11,31.889953
95.741149,11,32.290037
95.739695,11,32.562211
95.693955,11,33.085663
95.884933,11,33.552535
95.700354,11,34.001192
95.725383,11,34.414425
95.741634,11,34.698386
95.717422,11,35.254367
95.926274,11,35.855416
95.692608,11,36.914142
95.694606,11,37.158695
95.686987,11,37.490993
95.860639,11,37.944636
95.695137,11,39.522121
95.772543,11,39.921414
95.778483,11,40.576588
95.712592,11,40.953878
95.824514,11,41.763113
95.709627,11,42.022122
95.993231,11,42.536488
95.754798,11,43.762007
95.912575,11,44.1948
95.827633,11,44.556796
95.699236,11,44.981818
95.694512,11,45.261043
95.695919,11,45.657584
95.745254,11,45.925513
95.8554,11,46.28639
95.702399,11,46.522858
95.719983,11,46.795811
95.68893,11,47.168814
95.705638,11,47.423832
95.713006,11,47.730793
95.711104,11,47.986644
95.70477,11,48.321725
95.698731,11,48.63151
95.744504,11,49.090618
95.711093,11,49.391024
95.71065,11,49.714417
95.720919,11,50.429842
95.689602,11,50.823591
95.702772,11,51.454434
95.711149,11,52.071217
95.705945,11,52.401866
95.734516,11,52.759138
95.715077,11,53.058644
95.971744,11,53.776018
95.850611,11,54.237665
95.720881,11,54.589313
95.726605,11,55.025017
95.709062,11,55.383188
95.760899,11,55.670365
95.76269,11,56.275862
95.789221,11,56.604844
95.93439,11,57.216666
95.828842,11,57.586136
95.759201,11,58.140599
96.351225,11,59.240548
95.849901,11,59.61069
95.782232,11,59.935342
95.736619,11,60.333833
95.709097,11,60.854445
95.928812,11,61.504874
95.968718,11,62.167922
95.81361,11,62.559924
95.788691,11,62.910523
95.819533,11,63.248643
95.704525,11,63.620583
95.723632,11,64.156811
95.697721,11,64.537888
95.706878,11,65.498251
95.871909,11,66.011034
95.863821,11,66.526342
95.863363,11,67.065899
95.859658,11,67.451647
96.03575,11,68.033359
95.79024,11,68.524942
95.713176,11,69.075339
95.718579,11,69.47999
95.703643,11,69.895049
95.70638,11,70.322372
95.800883,11,70.698783
95.723753,11,71.129714
95.860039,11,71.604408
95.77788,11,72.106094
96.027049,11,72.789973
95.845456,11,73.288763
95.709938,11,73.552123
95.69369,11,74.19047
95.699139,11,79.364783
95.712894,11,79.774183
95.868344,11,80.449605
95.706345,11,80.969717
95.71885,11,81.413552
95.815203,11,82.131585
95.723567,11,82.482351
95.745106,11,83.052701
95.691245,11,83.649984
95.720136,11,83.981705
95.728965,11,84.642061
95.714575,11,84.933813
95.701678,11,85.520508
95.788599,11,86.190749
95.699588,11,86.974611
95.705123,11,87.486859
95.704695,11,87.891851
95.868292,11,88.369503
96.685836,11,89.602363
95.742356,11,89.919337
95.713009,11,90.713437
95.688648,11,91.353572
95.716736,11,92.217627
95.701046,11,92.4797
