#{"t_start": 1682520174.9787076, "env_id": "FuzzGym-v0"}
r,l,t
95.730663,11,3.942138
95.691628,11,4.144326
95.704301,11,4.405372
95.714684,11,4.625329
95.704461,11,4.850956
95.719575,11,5.059337
95.742357,11,5.280338
95.689106,11,5.485544
95.689375,11,5.682209
95.697139,11,5.883473
95.70036,11,6.08699
95.700178,11,6.320658
95.733194,11,6.64295
95.706785,11,6.9189
95.688202,11,7.143016
95.688126,11,7.326555
95.715535,11,7.534336
95.704497,11,7.791886
95.716676,11,8.058752
95.716102,11,8.269687
95.688304,11,8.464231
95.688793,11,8.704429
95.70476,11,8.978795
95.703875,11,9.206804
95.699996,11,9.423515
95.703679,11,9.667974
95.720186,11,9.900749
95.688893,11,10.093721
95.700752,11,10.330117
95.709272,11,10.553262
95.724346,11,10.794338
95.70003,11,11.019048
95.687984,11,11.235907
95.689011,11,11.448138
95.706721,11,11.680753
95.749164,11,11.972096
95.687675,11,12.14267
95.711676,11,12.460279
95.698761,11,12.679848
95.703474,11,12.937239
95.699195,11,13.130407
95.688481,11,13.365592
95.688317,11,13.619201
95.703755,11,13.85987
95.716813,11,14.163264
95.708457,11,14.362671
95.766872,11,14.66935
95.71179,11,14.909595
95.70657,11,15.140333
95.687656,11,15.369915
95.687648,11,15.563934
95.688373,11,15.760585
95.687936,11,15.965272
95.704593,11,16.180625
95.715368,11,16.475932
95.704335,11,16.716478
95.71376,11,16.937832
95.694807,11,17.190549
95.743469,11,17.439378
95.708392,11,17.659302
95.703771,11,17.902145
95.688707,11,18.13176
95.704797,11,18.362794
95.704303,11,18.580855
95.688154,11,18.772376
95.708887,11,19.073382
95.724767,11,19.375125
95.705197,11,19.590102
95.737409,11,19.833039
95.709648,11,20.045612
95.689595,11,20.242774
95.687786,11,20.442124
95.689032,11,20.658456
95.70403,11,20.895019
95.704439,11,21.095403
95.688675,11,21.304252
95.704479,11,21.53631
95.696142,11,21.747453
95.712141,11,21.9928
95.68832,11,22.22657
95.701029,11,22.486294
95.693288,11,22.690854
95.688648,11,22.892358
95.687941,11,23.13409
95.721841,11,23.358325
95.703781,11,23.582395
95.7278,11,23.788895
95.704753,11,24.030229
95.687635,11,24.212337
95.699224,11,24.411142
95.7216,11,24.641829
95.727174,11,24.910809
95.701085,11,25.16294
95.707452,11,30.497228
95.707436,11,30.739917
95.991765,11,31.296196
95.766708,11,31.8875
95.80304,11,32.262564
95.705988,11,32.55978
95.867495,11,33.082518
95.716152,11,33.549577
95.744151,11,33.998042
95.768042,11,34.393657
95.709185,11,34.695922
95.836183,11,35.247776
95.707092,11,35.851965
95.778413,11,36.909816
95.715209,11,37.155908
95.757088,11,37.48858
95.757274,11,37.942192
97.085143,11,39.519339
95.748949,11,39.898744
95.870996,11,40.549545
95.716581,11,40.951422
95.936144,11,41.75877
95.68843,11,42.019577
95.690463,11,42.491419
95.742644,11,43.759639
95.723767,11,44.145193
95.717145,11,44.554173
95.750549,11,44.975353
95.70987,11,45.258047
95.70436,11,45.655078
95.69053,11,45.912672
95.70044,11,46.283868
95.710767,11,46.520365
95.697751,11,46.79329
95.721479,11,47.16609
95.735439,11,47.421319
95.757623,11,47.726269
95.71067,11,47.980126
95.725709,11,48.318404
95.734297,11,48.624993
95.78426,11,49.08812
95.701781,11,49.386304
95.812408,11,49.711937
96.038043,11,50.427252
95.805573,11,50.820791
95.858177,11,51.447212
95.819939,11,52.066375
95.757011,11,52.399342
95.71686,11,52.756696
95.703478,11,53.04464
95.784984,11,53.754936
95.699575,11,54.23343
95.717963,11,54.576668
95.86077,11,55.020806
95.704302,11,55.38066
95.709686,11,55.667617
95.853236,11,56.273343
95.737865,11,56.579597
95.70429,11,57.16566
95.689587,11,57.540275
95.850197,11,58.133421
95.89699,11,59.237815
95.705932,11,59.607823
95.702809,11,59.932631
95.78182,11,60.330789
95.842086,11,60.847877
95.849241,11,61.474526
95.835948,11,62.165082
95.708352,11,62.540699
95.730066,11,62.862495
95.698555,11,63.24614
95.726226,11,63.618047
95.825067,11,64.15235
95.704687,11,64.535079
95.958585,11,65.495415
95.717446,11,66.007028
95.699059,11,66.523792
95.701973,11,67.063346
95.704565,11,67.449176
95.705526,11,67.98998
95.876672,11,68.520108
95.90585,11,69.068842
95.70104,11,69.47335
95.688716,11,69.890641
95.717408,11,70.319816
95.693546,11,70.686898
95.698942,11,71.1254
95.767596,11,71.601867
95.756184,11,72.061262
95.731797,11,72.786153
95.72775,11,73.276128
95.712944,11,73.547218
95.902162,11,74.18794
95.868867,11,79.35806
95.819368,11,79.769052
95.706395,11,80.446266
95.695537,11,80.967223
95.863513,11,81.380467
95.907285,11,82.121294
95.691447,11,82.473578
95.863566,11,83.050225
95.741911,11,83.647497
95.71353,11,83.975157
95.762625,11,84.63164
95.692726,11,84.927359
95.815948,11,85.514122
95.70828,11,86.165751
96.098249,11,86.972095
95.964478,11,87.483622
95.880652,11,87.889519
95.765998,11,88.322633
95.720613,11,89.585483
95.69822,11,89.912776
95.787916,11,90.710686
95.825617,11,91.351068
95.927895,11,92.211129
95.690961,11,92.477243
95.733601,11,92.919601
95.877105,11,93.519844
95.705392,11,93.967823
95.820903,11,94.820308
95.718202,11,95.179313
95.770414,11,95.65825
95.693722,11,95.881902
95.70487,11,96.155792
95.803481,11,96.714664
95.821345,11,97.180485
95.727258,11,97.560019
95.829751,11,98.213082
95.819551,11,98.819817
95.767004,11,99.105227
95.699902,11,99.429318
95.877326,11,99.844979
95.721768,11,100.445851
95.732,11,101.262082
95.759617,11,101.749709
95.816477,11,102.239709
95.795793,11,102.858036
95.87491,11,103.605056
95.835441,11,104.317622
95.719283,11,104.639264
95.714459,11,105.077828
95.752039,11,105.604838
95.709301,11,106.157637
95.711534,11,106.414254
95.712929,11,106.828781
95.698265,11,107.296584
95.736293,11,107.747235
95.777613,11,108.091486
95.718477,11,108.490375
95.809212,11,109.044101
95.713704,11,109.304167
95.864452,11,109.845183
95.711002,11,110.370189
95.789484,11,110.725012
95.843292,11,111.475515
95.873252,11,112.036531
95.815397,11,112.556578
95.690192,11,113.063472
95.726703,11,113.660558
95.700222,11,114.304341
95.873683,11,114.903946
95.706844,11,115.224377
95.809195,11,115.736988
95.735443,11,116.403541
95.708127,11,116.656773
95.73668,11,117.160394
95.700813,11,117.418787
95.709148,11,117.969547
95.887375,11,118.764171
95.795892,11,119.09087
95.879808,11,119.56009
95.711914,11,119.985248
95.850497,11,120.684343
95.99643,11,121.487753
95.734126,11,121.966027
95.884041,11,122.403034
95.875479,11,122.891862
95.734827,11,123.251272
95.887954,11,123.913933
95.759893,11,124.293916
95.715909,11,124.546112
95.720216,11,125.186656
95.715464,11,125.982201
95.778204,11,126.410283
95.794127,11,126.818312
95.743676,11,132.011557
95.82156,11,132.395383
95.84677,11,133.137853
95.728525,11,133.763196
95.746101,11,134.364959
95.852912,11,135.136994
95.779168,11,136.092014
95.703543,11,136.872931
95.872982,11,137.4781
95.841766,11,138.219751
95.951584,11,139.063947
95.714223,11,139.574618
95.864057,11,140.210002
95.830614,11,140.595824
95.693811,11,141.566622
95.841849,11,141.980892
95.771566,11,142.282496
95.833475,11,142.692767
95.877662,11,143.385894
95.745546,11,143.904098
95.727361,11,144.332879
95.722681,11,145.008181
95.926088,11,145.864375
95.868916,11,146.500363
95.703731,11,146.95218
95.830053,11,147.470926
96.041845,11,148.212613
95.798563,11,149.052139
95.712017,11,149.483753
95.716091,11,149.979077
95.711641,11,150.653112
95.712611,11,151.131304
95.704442,11,151.487122
95.771845,11,152.255008
95.738181,11,152.805136
95.738949,11,153.176353
95.718832,11,153.739802
95.767712,11,154.587599
95.858308,11,155.119555
95.690559,11,155.616469
95.704402,11,155.982705
95.795597,11,156.483153
95.775638,11,157.041363
95.770257,11,157.777618
95.700776,11,158.479909
95.849086,11,158.866512
95.71529,11,159.322877
95.720539,11,159.851754
96.057452,11,160.734616
95.751383,11,161.44456
95.704788,11,161.733254
95.888834,11,162.414501
95.742749,11,163.002046
95.846654,11,163.629857
96.286261,11,164.871444
95.887886,11,165.51232
95.709927,11,165.865419
95.868626,11,166.703203
95.724752,11,167.071786
95.725582,11,167.375322
95.690998,11,167.794561
95.698491,11,168.33345
95.705606,11,168.757887
95.870182,11,169.249353
95.709314,11,169.919944
95.762298,11,170.367012
95.781941,11,170.78181
95.935254,11,171.551747
95.813869,11,172.443846
95.770215,11,172.76198
96.574426,11,174.298228
96.210901,11,175.333901
95.712773,11,175.848505
95.734693,11,176.297729
95.890138,11,176.868991
95.777011,11,177.269649
95.761022,11,177.590366
95.707199,11,178.084943
95.751286,11,178.409722
95.751724,11,178.948038
95.692824,11,179.351887
