#{"t_start": 1680826628.4400427, "env_id": "JPEGEncode-v0"}
r,l,t
4654850.0,12,8.611823
4227595.0,12,8.707334
5742924.0,12,8.806753
5758151.0,12,8.900817
5713334.0,12,8.995876
4172405.0,12,9.091488
6245592.0,12,9.186591
5694830.0,12,9.280501
8914971.0,12,9.376425
6544820.0,12,9.471314
6016747.0,12,9.565057
5012682.0,12,9.660023
7581841.0,12,9.755181
4051051.0,12,9.851422
4639773.0,12,9.943237
6873797.0,12,10.042565
3380428.0,12,10.139134
5814975.0,12,10.235888
8336131.0,12,10.332084
125.0,12,10.429283
815.0,12,10.528779
5583120.0,12,10.62411
12459210.0,12,10.718792
1052019.0,12,10.821326
3824053.0,12,10.916572
5271668.0,12,11.013358
5162901.0,12,11.108718
5346997.0,12,11.201963
4601991.0,12,11.299263
4498207.0,12,11.394251
2930939.0,12,11.486699
5766404.0,12,11.580707
5474140.0,12,11.675745
10114390.0,12,11.77031
4018126.0,12,11.858784
4091674.0,12,11.948947
4216294.0,12,12.038699
4925803.0,12,12.129421
7996759.0,12,12.21774
5911355.0,12,12.308428
7320760.0,12,12.396727
3886786.0,12,12.484634
4759384.0,12,12.573157
4378785.0,12,12.66159
4828723.0,12,12.75455
8554158.0,12,12.844368
2538282.0,12,12.932677
4490526.0,12,13.023988
11679142.0,12,13.112985
5983600.0,12,13.203326
306.0,12,13.294847
4272378.0,12,13.387216
1904659.0,12,13.472459
4485482.0,12,13.561996
4668696.0,12,13.649344
4206374.0,12,13.740122
4740834.0,12,13.828797
4533088.0,12,13.917312
9595937.0,12,14.004321
3069981.0,12,14.091601
4747324.0,12,14.180624
4786864.0,12,14.270029
4502107.0,12,14.358824
4856208.0,12,14.446151
5712022.0,12,14.534633
665989.0,12,14.626045
3531781.0,12,14.713614
5287331.0,12,14.803224
4543001.0,12,14.887947
12130950.0,12,14.970967
4981260.0,12,15.052312
6691951.0,12,15.13039
9994767.0,12,15.212369
7323371.0,12,15.292677
8841659.0,12,15.372277
11922974.0,12,15.45207
4881879.0,12,15.537231
12318424.0,12,15.624909
5717099.0,12,15.712197
4354318.0,12,15.79986
3645609.0,12,15.88698
593.0,12,15.971927
4288245.0,12,16.060054
5265149.0,12,16.146698
8259832.0,12,16.233654
9111905.0,12,28.507547
1673272.0,12,28.601033
5643977.0,12,28.694051
5532040.0,12,28.787862
5289296.0,12,28.881902
6364718.0,12,28.973626
536583.0,12,29.068598
9212023.0,12,29.165071
6860992.0,12,29.262684
5196763.0,12,29.363374
6392360.0,12,29.458778
6171178.0,12,29.553952
5412741.0,12,29.649826
5070612.0,12,29.746835
1265503.0,12,29.841568
2555477.0,12,29.935022
2201919.0,12,30.030392
3789444.0,12,30.122871
9526143.0,12,30.21633
7054126.0,12,30.3115
5136090.0,12,30.407728
5571733.0,12,30.508846
8632018.0,12,30.600894
5141628.0,12,30.693643
4948665.0,12,30.788448
216901.0,12,30.883886
5116597.0,12,30.98127
5368360.0,12,31.076802
12216868.0,12,31.173033
4544027.0,12,31.266769
8331045.0,12,31.361243
5157421.0,12,31.455495
5479878.0,12,31.550685
4645277.0,12,31.646078
4025693.0,12,31.74013
11806493.0,12,31.835525
3885389.0,12,31.928338
4285196.0,12,32.024783
4386533.0,12,32.121674
6584204.0,12,32.217654
5933943.0,12,32.314576
6078803.0,12,32.410534
6176337.0,12,32.502218
8673020.0,12,32.594621
5483872.0,12,32.689508
1968531.0,12,32.782686
7086473.0,12,32.878563
8670593.0,12,32.974772
6256948.0,12,33.070688
7903408.0,12,33.165156
5684696.0,12,33.259135
6602960.0,12,33.354867
4801056.0,12,33.454115
6011955.0,12,33.550765
10953564.0,12,33.646266
5443503.0,12,33.740885
5022572.0,12,33.832131
3998986.0,12,33.925627
5570271.0,12,34.019527
6697465.0,12,34.112896
11885031.0,12,34.207143
10365803.0,12,34.30426
7393288.0,12,34.396873
6904574.0,12,34.490584
5347777.0,12,34.584549
5777417.0,12,34.678576
1897074.0,12,34.773888
7161863.0,12,34.867495
6769680.0,12,34.968396
6534112.0,12,35.064187
6277602.0,12,35.162414
5153620.0,12,35.260759
3965624.0,12,35.358522
5974179.0,12,35.451575
3376700.0,12,35.545226
4820922.0,12,35.640023
5641139.0,12,35.734979
2809354.0,12,35.828261
7068515.0,12,35.924171
0.0,12,36.01811
8335418.0,12,36.110698
4556018.0,12,36.20323
7647861.0,12,36.298142
5471927.0,12,36.391826
2049171.0,12,36.487087
7664180.0,12,48.597338
5734202.0,12,48.684552
4976452.0,12,48.772966
141.0,12,48.860946
8998483.0,12,48.950408
7066190.0,12,49.04163
4250547.0,12,49.131357
6371642.0,12,49.220971
6899161.0,12,49.308456
2730067.0,12,49.398375
4135882.0,12,49.486698
4391026.0,12,49.575596
1020.0,12,49.665016
5155709.0,12,49.753269
7436758.0,12,49.841311
8608749.0,12,49.927848
4484323.0,12,50.013971
6757552.0,12,50.105057
4176208.0,12,50.19599
4382105.0,12,50.285591
11981171.0,12,50.372134
10508576.0,12,50.464732
6421589.0,12,50.555182
8145139.0,12,50.645163
7748247.0,12,50.737372
4783162.0,12,50.825931
6307863.0,12,50.914574
11650695.0,12,51.00277
6126598.0,12,51.093941
8267016.0,12,51.18203
4688663.0,12,51.275015
3033259.0,12,51.361026
3716323.0,12,51.450922
1810000.0,12,51.543849
5318834.0,12,51.635055
5354072.0,12,51.723638
3901356.0,12,51.812423
5937639.0,12,51.900311
9691507.0,12,52.243629
