#{"t_start": 1680826869.8227441, "env_id": "JPEGEncode-v0"}
r,l,t
7715934.0,12,6.592178
5285269.0,12,6.680852
4818442.0,12,6.771037
5345853.0,12,6.860378
6908713.0,12,6.946646
1074947.0,12,7.027017
9865742.0,12,7.110696
2608950.0,12,7.193947
7081641.0,12,7.274944
3673839.0,12,7.355333
5954695.0,12,7.438121
4852581.0,12,7.52174
4953103.0,12,7.603424
7360199.0,12,7.695159
6141592.0,12,7.775291
6460285.0,12,7.853211
3612088.0,12,7.93507
3329646.0,12,8.018042
5370262.0,12,8.098016
4398987.0,12,8.175961
2002061.0,12,8.255627
0.0,12,8.333187
3730168.0,12,8.413764
3422422.0,12,8.494759
3925161.0,12,8.57829
6856024.0,12,8.655041
3812418.0,12,8.733987
54.0,12,8.811252
4980755.0,12,8.889902
7635893.0,12,8.968554
5908847.0,12,9.047491
5824361.0,12,9.126496
4662701.0,12,9.205163
3552647.0,12,9.284423
4387319.0,12,9.362802
6815502.0,12,9.443123
4942939.0,12,9.522959
1533010.0,12,9.60232
7846154.0,12,9.68246
4801623.0,12,9.765482
4088043.0,12,9.84388
4466419.0,12,9.921373
4823119.0,12,9.999934
3950658.0,12,10.077779
4482842.0,12,10.156236
4849390.0,12,10.240532
4750104.0,12,10.322837
5928036.0,12,10.402321
4477557.0,12,10.479673
9823862.0,12,10.56031
7449803.0,12,10.641161
5777449.0,12,10.723604
4137508.0,12,10.80593
5921208.0,12,10.899341
4905158.0,12,10.990986
4023584.0,12,11.079999
5915279.0,12,11.168735
9412236.0,12,11.258894
3537271.0,12,11.354055
4458488.0,12,11.451088
1366.0,12,11.544106
7100676.0,12,11.640146
4516939.0,12,11.73516
8824752.0,12,11.830191
5476217.0,12,11.927856
5667342.0,12,12.026526
7930863.0,12,12.118359
751119.0,12,12.216104
5373100.0,12,12.313062
6297317.0,12,12.406958
5657387.0,12,12.50272
9644539.0,12,12.595649
5147439.0,12,12.689627
2309532.0,12,12.782206
4862652.0,12,12.877511
6434252.0,12,12.971846
6615359.0,12,13.067124
4247314.0,12,13.167213
6576865.0,12,13.262387
4803337.0,12,13.358541
4415072.0,12,13.454177
6273893.0,12,13.546498
704.0,12,13.640615
5344631.0,12,13.734875
6823584.0,12,13.8293
6185985.0,12,25.984421
8082126.0,12,26.083055
4791728.0,12,26.17921
5948328.0,12,26.278566
5647171.0,12,26.373669
4669755.0,12,26.472358
6723118.0,12,26.568942
327551.0,12,26.659663
10187559.0,12,26.755299
5768134.0,12,26.852577
4320766.0,12,26.948397
9563475.0,12,27.043525
3920693.0,12,27.134694
5790755.0,12,27.230473
4397011.0,12,27.324318
6146076.0,12,27.424251
6874138.0,12,27.51974
5383274.0,12,27.61777
4150721.0,12,27.713036
10380835.0,12,27.813033
5144070.0,12,27.917649
7025933.0,12,28.017182
4297547.0,12,28.114972
7417372.0,12,28.212515
5830242.0,12,28.313601
3244686.0,12,28.414273
12468288.0,12,28.514592
4344388.0,12,28.612138
4523766.0,12,28.70911
5929893.0,12,28.807696
5518062.0,12,28.904897
3912371.0,12,29.003829
7897593.0,12,29.099319
4712039.0,12,29.188156
9235630.0,12,29.276261
9784290.0,12,29.364179
8256414.0,12,29.454495
8367103.0,12,29.546755
4368180.0,12,29.640843
2988914.0,12,29.730451
5384145.0,12,29.819961
904923.0,12,29.909615
10606930.0,12,29.999679
5527436.0,12,30.090104
3612050.0,12,30.180402
4352723.0,12,30.269252
8228253.0,12,30.36023
6649742.0,12,30.449962
5613320.0,12,30.542444
8241870.0,12,30.633192
4898635.0,12,30.724675
6656352.0,12,30.816621
4808415.0,12,30.912564
1733894.0,12,31.003496
5024911.0,12,31.091656
3936923.0,12,31.185654
7929503.0,12,31.276812
9874533.0,12,31.366259
9465532.0,12,31.459066
6428190.0,12,31.551207
5311733.0,12,31.641664
1129661.0,12,31.732193
5509171.0,12,31.819859
5802054.0,12,31.91005
4490777.0,12,32.003936
4551447.0,12,32.091726
5243251.0,12,32.181741
10293768.0,12,32.274553
4508492.0,12,32.362451
7250364.0,12,32.453925
9694674.0,12,32.543361
5271705.0,12,32.636362
4410236.0,12,32.725256
6242433.0,12,32.818047
6712231.0,12,32.908827
5476423.0,12,32.996018
8669698.0,12,33.086434
5835629.0,12,33.179704
5932928.0,12,33.270703
8510856.0,12,33.359488
11308149.0,12,33.450583
7173922.0,12,33.539524
3852066.0,12,33.631274
6060578.0,12,33.72246
5171257.0,12,33.816685
