#{"t_start": 1680826869.821689, "env_id": "JPEGEncode-v0"}
r,l,t
3142733.0,12,6.592772
6423984.0,12,6.681439
4471034.0,12,6.771634
6327369.0,12,6.860977
5125179.0,12,6.947251
2105146.0,12,7.027621
0.0,12,7.111305
7317219.0,12,7.194537
7811396.0,12,7.275534
5119589.0,12,7.355932
6649978.0,12,7.438702
4176154.0,12,7.522341
4952560.0,12,7.604012
5200920.0,12,7.695767
6264778.0,12,7.775895
5041039.0,12,7.853798
4864980.0,12,7.935668
5072827.0,12,8.018626
4420267.0,12,8.09863
0.0,12,8.176557
6017473.0,12,8.256241
4269161.0,12,8.333797
4300816.0,12,8.414361
6945664.0,12,8.495361
3360885.0,12,8.578889
4372111.0,12,8.65563
8168613.0,12,8.734592
4841169.0,12,8.811862
7124221.0,12,8.890505
6367623.0,12,8.969166
4954451.0,12,9.04809
9128297.0,12,9.127099
6089519.0,12,9.205737
4793147.0,12,9.285025
7921332.0,12,9.363411
4369764.0,12,9.443739
5441534.0,12,9.523554
11062236.0,12,9.602937
7619725.0,12,9.683076
4177823.0,12,9.766082
8405645.0,12,9.844481
4908708.0,12,9.921965
5525923.0,12,10.000525
4106736.0,12,10.078379
8281283.0,12,10.156836
7088850.0,12,10.241125
5012965.0,12,10.323436
8243364.0,12,10.402922
6068345.0,12,10.480273
12347236.0,12,10.560922
4764866.0,12,10.641722
360091.0,12,10.724207
4106867.0,12,10.80653
4701519.0,12,10.899942
2551592.0,12,10.991585
6081762.0,12,11.080599
5985235.0,12,11.169318
4775240.0,12,11.259506
6014822.0,12,11.354652
5769867.0,12,11.451676
687185.0,12,11.544715
6879800.0,12,11.640736
4102028.0,12,11.735757
11830791.0,12,11.830806
6551955.0,12,11.928448
5684844.0,12,12.027124
5601886.0,12,12.118965
5468735.0,12,12.216712
4457416.0,12,12.313634
7063891.0,12,12.407562
4865006.0,12,12.503321
7672572.0,12,12.59626
7803769.0,12,12.690224
1086598.0,12,12.782808
5260748.0,12,12.87811
5695215.0,12,12.972437
6141363.0,12,13.067725
2696438.0,12,13.167826
5455966.0,12,13.263003
4566881.0,12,13.359144
5504617.0,12,13.454789
5845910.0,12,13.547098
2277084.0,12,13.641228
9007530.0,12,13.735477
5450467.0,12,13.829914
5969716.0,12,25.985005
2317268.0,12,26.083651
4747274.0,12,26.179803
7620969.0,12,26.279157
7963296.0,12,26.374267
5998504.0,12,26.472954
6568967.0,12,26.569528
6686010.0,12,26.660267
4723699.0,12,26.755906
7085211.0,12,26.853175
3991478.0,12,26.948996
4217449.0,12,27.044067
6389077.0,12,27.135302
9560850.0,12,27.231075
6800238.0,12,27.324915
6440693.0,12,27.424849
6445660.0,12,27.520338
6742203.0,12,27.618368
6250600.0,12,27.713613
5033891.0,12,27.813608
2333353.0,12,27.91824
7304537.0,12,28.017774
6250981.0,12,28.115577
5073161.0,12,28.213126
4113274.0,12,28.314191
5262424.0,12,28.41487
6904052.0,12,28.515204
6522554.0,12,28.612726
8230824.0,12,28.709675
4281450.0,12,28.808295
5490387.0,12,28.90548
6533954.0,12,29.004416
6235680.0,12,29.099927
10006878.0,12,29.18875
3302164.0,12,29.276859
4885740.0,12,29.364771
5165812.0,12,29.455103
4507663.0,12,29.547354
9372072.0,12,29.641423
6647700.0,12,29.731057
5150242.0,12,29.820558
3237359.0,12,29.910212
3519242.0,12,30.000287
4133114.0,12,30.090665
2411806.0,12,30.180999
6848471.0,12,30.269845
5169059.0,12,30.360825
5777104.0,12,30.45056
7148534.0,12,30.54304
6416416.0,12,30.633799
5220108.0,12,30.725265
6579146.0,12,30.817217
6191775.0,12,30.91316
5118386.0,12,31.004106
6870256.0,12,31.092249
9945476.0,12,31.186249
7362881.0,12,31.277395
5435127.0,12,31.366858
6670361.0,12,31.459672
5173901.0,12,31.5518
10326703.0,12,31.642259
8996941.0,12,31.732783
5841882.0,12,31.820463
5081755.0,12,31.910649
6652724.0,12,32.004525
5847850.0,12,32.092331
7218068.0,12,32.182338
4609737.0,12,32.27516
5322477.0,12,32.363047
2262972.0,12,32.454514
4228015.0,12,32.54397
7346565.0,12,32.636962
5309511.0,12,32.725841
6341484.0,12,32.818636
5772323.0,12,32.909405
2054486.0,12,32.996608
6086350.0,12,33.087046
8243680.0,12,33.180297
2969979.0,12,33.271297
11916405.0,12,33.360096
6091981.0,12,33.451185
5415216.0,12,33.540131
5043056.0,12,33.631873
4767285.0,12,33.723059
5125488.0,12,33.817278
