#{"t_start": 1680826869.8205392, "env_id": "JPEGEncode-v0"}
r,l,t
3162453.0,12,6.593283
4701292.0,12,6.682043
5993665.0,12,6.772238
10512043.0,12,6.861598
5805254.0,12,6.947853
7120766.0,12,7.028236
5157719.0,12,7.111921
830181.0,12,7.195134
12021463.0,12,7.276116
3462351.0,12,7.356529
5570152.0,12,7.439291
10211073.0,12,7.522947
5463171.0,12,7.604594
5024048.0,12,7.696366
7239268.0,12,7.776494
8327440.0,12,7.85438
8345129.0,12,7.936265
4977268.0,12,8.019186
3137672.0,12,8.099243
6877867.0,12,8.177187
6767893.0,12,8.256848
5777584.0,12,8.334371
6079803.0,12,8.414994
4271077.0,12,8.495976
7873763.0,12,8.579499
2907150.0,12,8.656251
4886590.0,12,8.735222
6928039.0,12,8.81248
4612904.0,12,8.891047
2294.0,12,8.96977
5427980.0,12,9.048712
5094340.0,12,9.127719
10245580.0,12,9.206338
4653474.0,12,9.285649
4705921.0,12,9.364047
422.0,12,9.444358
3144370.0,12,9.524183
1421444.0,12,9.603579
6510014.0,12,9.6837
4406614.0,12,9.766693
4759590.0,12,9.845102
3555115.0,12,9.922532
234.0,12,10.001154
392451.0,12,10.079007
5915535.0,12,10.157464
5855954.0,12,10.241727
4778224.0,12,10.324043
3192040.0,12,10.403535
4173228.0,12,10.480892
4510092.0,12,10.561535
5455710.0,12,10.642328
12234551.0,12,10.724828
2668215.0,12,10.807139
4876601.0,12,10.900556
1599598.0,12,10.992195
5619401.0,12,11.081203
8022372.0,12,11.169915
4562905.0,12,11.260107
7944282.0,12,11.355249
3387142.0,12,11.452278
5454126.0,12,11.545335
3777723.0,12,11.641345
5171997.0,12,11.736358
4954.0,12,11.831417
3903557.0,12,11.929068
6503195.0,12,12.02772
4633914.0,12,12.119562
3173622.0,12,12.217315
5128764.0,12,12.314238
3368105.0,12,12.408168
3662889.0,12,12.503941
6378107.0,12,12.596878
3677407.0,12,12.69082
7009749.0,12,12.783432
6858513.0,12,12.878714
8182483.0,12,12.973035
8023349.0,12,13.068353
5828774.0,12,13.168432
6277196.0,12,13.263631
3756807.0,12,13.359754
4181871.0,12,13.455399
1326191.0,12,13.547729
5740701.0,12,13.641847
4781629.0,12,13.736102
2382251.0,12,13.830529
7920494.0,12,25.98549
4915658.0,12,26.084246
5732049.0,12,26.180393
0.0,12,26.279737
5263571.0,12,26.374854
6979301.0,12,26.473545
4359660.0,12,26.570123
2835046.0,12,26.660877
8411474.0,12,26.756494
6347268.0,12,26.853769
5065757.0,12,26.9496
9392882.0,12,27.044608
3853939.0,12,27.135897
3852161.0,12,27.231684
8157013.0,12,27.32551
6570448.0,12,27.425446
3144952.0,12,27.520934
5229703.0,12,27.618935
4000040.0,12,27.714209
6264580.0,12,27.814206
4382227.0,12,27.918766
10189016.0,12,28.018354
5477354.0,12,28.116163
8264749.0,12,28.213727
8446251.0,12,28.314728
8538186.0,12,28.415459
6166005.0,12,28.515807
4626908.0,12,28.613327
8316398.0,12,28.710281
10262119.0,12,28.808887
5349800.0,12,28.906081
8797536.0,12,29.004997
5096709.0,12,29.100516
4329214.0,12,29.189364
8032234.0,12,29.277461
6818528.0,12,29.365363
6124730.0,12,29.455689
5456587.0,12,29.547951
4983268.0,12,29.642036
5824995.0,12,29.731648
5340461.0,12,29.821151
6146638.0,12,29.910757
4795829.0,12,30.000881
3386827.0,12,30.091252
5739088.0,12,30.181598
4836740.0,12,30.270422
6638436.0,12,30.361417
7170049.0,12,30.451161
5122830.0,12,30.543632
5343153.0,12,30.634377
10485754.0,12,30.725757
4415952.0,12,30.81782
4843037.0,12,30.913748
6458622.0,12,31.004696
4588851.0,12,31.092822
8480461.0,12,31.186833
12333400.0,12,31.277979
5270800.0,12,31.367457
4880656.0,12,31.460265
8315524.0,12,31.552389
4177078.0,12,31.642845
0.0,12,31.733368
5378807.0,12,31.821059
4178017.0,12,31.911259
5220030.0,12,32.005052
6183558.0,12,32.09293
6376026.0,12,32.18293
7709929.0,12,32.275752
3278980.0,12,32.36364
6213591.0,12,32.45511
2299699.0,12,32.544562
12132595.0,12,32.637567
5929825.0,12,32.726414
8104384.0,12,32.819185
4994661.0,12,32.910006
5616468.0,12,32.997215
6865212.0,12,33.087649
4225124.0,12,33.180884
8606479.0,12,33.271856
4141439.0,12,33.360698
5598899.0,12,33.451752
8780770.0,12,33.540717
7313960.0,12,33.632462
5929070.0,12,33.723647
5485978.0,12,33.817853
