#{"t_start": 1680730564.411931, "env_id": "JPEGEncode-v0"}
r,l,t
0.000548,12,3.889739
0.000532,12,3.919978
0.000595,12,3.95003
0.000526,12,3.980487
0.000592,12,4.010715
0.000554,12,4.040821
0.000548,12,4.070943
0.000521,12,4.101012
0.000585,12,4.130913
0.000601,12,4.161029
0.000587,12,4.190959
0.000475,12,4.220894
0.000469,12,4.250671
0.000491,12,4.280597
0.000433,12,4.311809
0.000596,12,4.341939
0.000561,12,4.3718
0.000463,12,4.401719
0.000598,12,4.431646
0.000602,12,4.461655
0.000457,12,4.491504
0.000482,12,4.521403
0.000576,12,4.551484
0.000608,12,4.581602
0.000594,12,4.613505
0.000528,12,4.643639
0.000476,12,4.673427
0.000591,12,4.703396
0.000481,12,4.733526
0.000603,12,4.763563
0.000604,12,4.79361
0.000503,12,4.824227
0.00053,12,4.854106
0.000455,12,4.884163
0.000459,12,4.914253
0.000472,12,4.944215
0.000538,12,4.974401
0.000503,12,5.004325
0.0006,12,5.034412
0.000583,12,5.064684
0.000602,12,5.094572
0.000541,12,5.125046
0.000593,12,5.155112
0.000523,12,5.184979
0.000572,12,5.214936
0.000597,12,5.244765
0.000461,12,5.27449
0.000569,12,5.304455
0.000597,12,5.334446
0.000498,12,5.364357
0.000475,12,5.394162
0.000563,12,5.424322
0.000597,12,5.454302
0.000597,12,5.484263
0.000603,12,5.514206
0.000599,12,5.544313
0.000556,12,5.57421
0.00061,12,5.604003
0.000472,12,5.633896
0.000444,12,5.663584
0.000451,12,5.693164
0.000544,12,5.723022
0.000468,12,5.752934
0.000595,12,5.78279
0.000453,12,5.812605
0.000565,12,5.844866
0.000448,12,5.874754
0.000579,12,5.904763
0.000577,12,5.934662
0.000596,12,5.96471
0.00047,12,5.994341
0.000573,12,6.024207
0.000595,12,6.054245
0.000556,12,6.084145
0.000517,12,6.114057
0.000445,12,6.14378
0.000589,12,6.173692
0.000597,12,6.20369
0.000595,12,6.233512
0.000602,12,6.263573
0.000546,12,6.293466
0.000596,12,6.32318
0.000602,12,6.353215
0.000598,12,6.383248
0.00053,12,6.41306
0.000549,12,10.976989
0.000455,12,11.006993
0.000447,12,11.037061
0.000471,12,11.067128
0.000455,12,11.097202
0.000521,12,11.12721
0.000451,12,11.157198
0.000466,12,11.187187
0.000561,12,11.217138
0.000493,12,11.247038
0.000449,12,11.278105
0.000496,12,11.308057
0.00048,12,11.337896
0.000473,12,11.367997
0.000436,12,11.397933
0.000435,12,11.427801
0.000471,12,11.457738
0.000525,12,11.487636
0.000585,12,11.517586
0.00045,12,11.547528
0.000466,12,11.578709
0.000466,12,11.609255
0.000498,12,11.639156
0.000462,12,11.669079
0.000593,12,11.699104
0.000562,12,11.729317
0.000469,12,11.759353
0.000476,12,11.789209
0.000503,12,11.819234
0.000445,12,11.849224
0.000515,12,11.8793
0.000444,12,11.90913
0.000448,12,11.939166
0.000461,12,11.969195
0.000447,12,11.999012
0.000462,12,12.029237
0.000545,12,12.059275
0.000464,12,12.089118
0.000475,12,12.118984
0.000443,12,12.148842
0.000458,12,12.178752
0.000472,12,12.208739
0.000494,12,12.238815
0.000443,12,12.268888
0.000507,12,12.300018
0.000441,12,12.329812
0.000443,12,12.359697
0.000462,12,12.38973
0.000451,12,12.419677
0.000453,12,12.449579
0.00044,12,12.479748
0.000439,12,12.509764
0.00048,12,12.539885
0.00045,12,12.569697
0.00052,12,12.599679
0.000593,12,12.629622
0.000583,12,12.659815
0.000448,12,12.689619
0.000467,12,12.719521
0.00046,12,12.749533
0.00047,12,12.779681
0.000463,12,12.809495
0.000454,12,12.839473
0.000445,12,12.86942
0.000572,12,12.899641
0.000502,12,12.92973
0.000496,12,12.959685
0.000471,12,12.989651
0.00047,12,13.019457
0.000521,12,13.049432
0.000522,12,13.079612
0.000447,12,13.109835
0.000453,12,13.140168
0.000466,12,13.1702
0.00046,12,13.200401
