#{"t_start": 1680720630.163918, "env_id": "JPEGEncode-v0"}
r,l,t
0.002947,12,0.093854
0.000678,12,0.120737
0.000707,12,0.14789
0.000739,12,0.175596
0.000721,12,0.202376
0.000621,12,0.2288
0.000654,12,0.254704
0.000741,12,0.282695
0.000729,12,0.309054
0.000767,12,0.337275
0.000808,12,0.365296
0.000739,12,0.393805
0.000808,12,0.422472
0.000607,12,0.449048
0.000774,12,0.475995
0.000604,12,0.502968
0.000749,12,0.530833
0.000695,12,0.555693
0.000796,12,0.58436
0.000721,12,0.612268
0.000717,12,0.639457
0.000758,12,0.666829
0.000781,12,0.695239
0.000726,12,0.722367
0.000657,12,0.7496
0.000776,12,0.777366
0.000765,12,0.803383
0.000691,12,0.829789
0.000685,12,0.856687
0.000699,12,0.883626
0.000605,12,0.90924
0.000772,12,0.936295
0.000555,12,0.961445
0.000616,12,0.987367
0.000885,12,1.016191
0.000878,12,1.046222
0.000779,12,1.073463
0.000608,12,1.09937
0.00062,12,1.125885
0.000726,12,1.152442
0.000713,12,1.1787
0.000706,12,1.205881
0.000734,12,1.232785
0.000689,12,1.258448
0.000788,12,1.286573
0.000653,12,1.314023
0.000722,12,1.342103
0.000729,12,1.370895
0.000788,12,1.399757
0.000784,12,1.426775
0.000685,12,1.453506
0.000684,12,1.480827
0.000679,12,1.506935
0.000725,12,1.533843
0.000594,12,1.558573
0.000643,12,1.585779
0.000637,12,1.612217
0.000705,12,1.638111
0.000708,12,1.666425
0.000898,12,1.696253
0.000587,12,1.721808
0.000688,12,1.747761
0.000744,12,1.774284
0.000681,12,1.800329
0.000739,12,1.827203
0.000724,12,1.853739
0.000677,12,1.880814
0.000635,12,1.907944
0.00081,12,1.935629
0.000656,12,1.962674
0.000744,12,1.988473
0.000775,12,2.015587
0.0008,12,2.043379
0.000773,12,2.070785
0.000745,12,2.09723
0.000587,12,2.122917
0.000782,12,2.150018
0.000671,12,2.175383
0.000617,12,2.200403
0.000721,12,2.227429
0.000809,12,2.256467
0.000786,12,2.285979
0.000618,12,2.312041
0.000671,12,2.338492
0.000652,12,2.364963
