#{"t_start": 1680720630.16464, "env_id": "JPEGEncode-v0"}
r,l,t
0.000544,12,0.093642
0.000613,12,0.120451
0.000605,12,0.147619
0.000658,12,0.175386
0.00056,12,0.202106
0.000642,12,0.228607
0.000555,12,0.254395
0.000695,12,0.282482
0.000635,12,0.308777
0.000544,12,0.337011
0.000636,12,0.364999
0.000633,12,0.393495
0.000721,12,0.422265
0.000691,12,0.4489
0.000655,12,0.475788
0.000662,12,0.502711
0.000677,12,0.530532
0.000595,12,0.555381
0.000612,12,0.584065
0.000576,12,0.612006
0.000492,12,0.639197
0.000641,12,0.666567
0.000599,12,0.694983
0.000582,12,0.722089
0.000606,12,0.749329
0.000631,12,0.777052
0.000638,12,0.803181
0.0005,12,0.829483
0.000617,12,0.856404
0.000734,12,0.883347
0.000576,12,0.908974
0.00062,12,0.936001
0.000518,12,0.961126
0.000568,12,0.987205
0.000678,12,1.015943
0.000602,12,1.045927
0.000488,12,1.073202
0.00056,12,1.099094
0.00068,12,1.12562
0.000607,12,1.152164
0.000609,12,1.178404
0.000669,12,1.205614
0.000607,12,1.232492
0.000513,12,1.258159
0.000637,12,1.286296
0.000532,12,1.313731
0.000625,12,1.341847
0.000576,12,1.370625
0.000672,12,1.399526
0.000586,12,1.426552
0.00059,12,1.453346
0.000648,12,1.480545
0.000659,12,1.506686
0.000682,12,1.533557
0.000517,12,1.55829
0.00062,12,1.585504
0.000606,12,1.611941
0.000533,12,1.63781
0.000639,12,1.666168
0.000671,12,1.696027
0.000624,12,1.72154
0.000655,12,1.747476
0.000623,12,1.77402
0.000553,12,1.800051
0.00068,12,1.826924
0.0007,12,1.853463
0.000589,12,1.880564
0.000602,12,1.907676
0.000595,12,1.935355
0.000701,12,1.962603
0.000607,12,1.988213
0.00059,12,2.015337
0.000658,12,2.043136
0.000617,12,2.070472
0.000616,12,2.097054
0.000532,12,2.122597
0.00069,12,2.149755
0.000598,12,2.175124
0.000521,12,2.200078
0.000696,12,2.227166
0.000541,12,2.256314
0.000557,12,2.285683
0.000608,12,2.31174
0.000508,12,2.338235
0.000692,12,2.364701
