#{"t_start": 1680720692.0151849, "env_id": "JPEGEncode-v0"}
r,l,t
0.000628,12,0.100843
0.000638,12,0.129084
0.000669,12,0.157661
0.00052,12,0.184779
0.000598,12,0.211927
0.000602,12,0.238931
0.000597,12,0.265874
0.00044,12,0.292502
0.000444,12,0.318807
0.000629,12,0.345393
0.000605,12,0.374964
0.000458,12,0.401966
0.000494,12,0.428541
0.000513,12,0.455393
0.000593,12,0.482671
0.000493,12,0.509604
0.000611,12,0.536692
0.000553,12,0.564897
0.00053,12,0.593902
0.000651,12,0.623645
0.000692,12,0.65429
0.000594,12,0.684457
0.000636,12,0.71251
0.000616,12,0.741779
0.00058,12,0.770506
0.000599,12,0.797362
0.000479,12,0.824532
0.00059,12,0.851676
0.000462,12,0.878353
0.000519,12,0.907471
0.00064,12,0.935632
0.000576,12,0.963423
0.000598,12,0.991394
0.000643,12,1.021251
0.000634,12,1.051216
0.000628,12,1.079426
0.000574,12,1.106124
0.000595,12,1.132907
0.000586,12,1.160516
0.000615,12,1.189063
0.000612,12,1.216219
0.000533,12,1.243496
0.000472,12,1.271202
0.000579,12,1.298383
0.000545,12,1.325923
0.000587,12,1.355459
0.000649,12,1.385623
0.000553,12,1.414387
0.000615,12,1.442099
0.000658,12,1.469344
0.000635,12,1.497998
0.00059,12,1.526111
0.000552,12,1.553643
0.000553,12,1.580978
0.000572,12,1.608937
0.000479,12,1.637096
0.000523,12,1.663615
0.000603,12,1.6907
0.000618,12,1.719294
0.000581,12,1.746149
0.00049,12,1.772542
0.000636,12,1.800998
0.000603,12,1.829368
0.000699,12,1.858974
0.000541,12,1.88982
0.000657,12,1.920626
0.000487,12,1.948119
0.000597,12,1.976273
0.000708,12,2.006039
0.000669,12,2.036629
0.000647,12,2.06475
0.000602,12,2.091976
0.000599,12,2.118538
0.000453,12,2.145244
0.000574,12,2.173282
0.000603,12,2.202033
0.000607,12,2.22959
0.000598,12,2.256303
0.000588,12,2.282837
0.00049,12,2.309584
0.0005,12,2.336362
0.000545,12,2.364102
0.000608,12,2.391539
0.000636,12,2.42024
0.00061,12,2.448345
0.000677,12,8.361568
0.000552,12,8.388901
0.00055,12,8.415966
0.000556,12,8.442282
0.000432,12,8.468509
0.000556,12,8.495205
0.000602,12,8.522052
0.000602,12,8.54828
0.000597,12,8.574831
