#{"t_start": 1680720692.01828, "env_id": "JPEGEncode-v0"}
r,l,t
0.000469,12,0.09863
0.000502,12,0.12686
0.00057,12,0.155433
0.000606,12,0.182562
0.000589,12,0.209704
0.000596,12,0.236702
0.000583,12,0.263616
0.000578,12,0.290269
0.000566,12,0.316547
0.000513,12,0.343193
0.000563,12,0.372763
0.000531,12,0.399737
0.000564,12,0.426324
0.000476,12,0.453162
0.000542,12,0.480425
0.00055,12,0.507384
0.000525,12,0.534495
0.00059,12,0.562696
0.000612,12,0.59168
0.000624,12,0.621606
0.000633,12,0.652255
0.000598,12,0.682231
0.000603,12,0.710314
0.000479,12,0.739912
0.000598,12,0.768309
0.000586,12,0.795159
0.000577,12,0.822317
0.000589,12,0.849469
0.000595,12,0.876159
0.000595,12,0.905335
0.000604,12,0.933419
0.00058,12,0.961256
0.000585,12,0.989177
0.000616,12,1.019206
0.000625,12,1.049041
0.000611,12,1.077199
0.000477,12,1.103888
0.000564,12,1.130735
0.000584,12,1.158312
0.00048,12,1.186869
0.000597,12,1.214048
0.000456,12,1.241305
0.0006,12,1.269004
0.000518,12,1.296178
0.000577,12,1.323673
0.000695,12,1.353249
0.000614,12,1.383459
0.000594,12,1.412245
0.000519,12,1.439881
0.000521,12,1.467231
0.000555,12,1.495751
0.000579,12,1.523868
0.00053,12,1.551393
0.000553,12,1.578827
0.00059,12,1.60671
0.000633,12,1.634901
0.000454,12,1.661352
0.000468,12,1.688485
0.000524,12,1.717071
0.000582,12,1.743912
0.000448,12,1.770306
0.000586,12,1.798761
0.000607,12,1.827154
0.000546,12,1.857116
0.000652,12,1.887723
0.000664,12,1.918434
0.000583,12,1.945898
0.000465,12,1.974065
0.00048,12,2.003993
0.000551,12,2.034387
0.000599,12,2.062542
0.000572,12,2.089767
0.000454,12,2.116362
0.000543,12,2.14305
0.000633,12,2.171077
0.00064,12,2.199817
0.000593,12,2.227361
0.000514,12,2.254075
0.000573,12,2.280598
0.000456,12,2.30735
0.000523,12,2.334113
0.000468,12,2.361876
0.000586,12,2.389309
0.000607,12,2.418209
0.000615,12,2.446197
0.000565,12,8.359348
0.000533,12,8.386669
0.000557,12,8.413746
0.000487,12,8.440038
0.000588,12,8.466271
0.000501,12,8.49297
0.000567,12,8.519804
0.000481,12,8.546043
0.000574,12,8.572607
0.000585,12,8.599246
0.00049,12,8.625539
0.000592,12,8.651808
0.000701,12,8.680085
0.00054,12,8.706815
0.0006,12,8.733423
0.000465,12,8.759707
0.000582,12,8.786185
0.000586,12,8.812669
0.000504,12,8.839102
0.00051,12,8.865353
0.0006,12,8.893605
0.000611,12,8.922562
0.000437,12,8.949926
0.000586,12,8.976554
0.000539,12,9.003513
0.000598,12,9.031854
0.000636,12,9.061407
0.00059,12,9.088838
0.000625,12,9.116677
0.000591,12,9.143433
0.000549,12,9.17011
0.00047,12,9.196526
0.000541,12,9.223144
0.000573,12,9.249772
0.000587,12,9.276516
0.000591,12,9.303398
0.000588,12,9.330065
0.000505,12,9.357061
0.000456,12,9.38337
0.000591,12,9.409781
0.000587,12,9.436365
0.000585,12,9.462703
0.000607,12,9.489769
0.000594,12,9.516326
0.000594,12,9.54312
0.000491,12,9.570521
0.000623,12,9.599043
0.000473,12,9.626889
0.000479,12,9.653885
0.000579,12,9.681549
0.000621,12,9.709227
0.000478,12,9.735979
0.000592,12,9.762812
0.000452,12,9.789172
0.000611,12,9.817933
0.000569,12,9.850102
0.000566,12,9.880476
0.000628,12,9.910045
0.0006,12,9.938607
0.000682,12,9.966845
0.000604,12,9.995212
0.000613,12,10.024162
0.000533,12,10.052946
0.000609,12,10.081709
0.00053,12,10.110734
0.000579,12,10.139151
0.000619,12,10.168313
0.0007,12,10.198051
0.000698,12,10.227897
0.000653,12,10.258094
0.000606,12,10.287252
0.000722,12,10.31575
0.00055,12,10.345085
0.000584,12,10.374604
0.000625,12,10.404018
0.000595,12,10.433447
0.000448,12,10.462541
0.000664,12,10.491087
0.000565,12,10.519706
0.000618,12,10.549932
0.000623,12,10.579424
0.000564,12,10.609701
0.000566,12,10.638671
0.000512,12,10.667347
0.000488,12,10.696089
0.000475,12,16.618065
0.000613,12,16.647322
0.000501,12,16.676474
0.000464,12,16.704092
0.000689,12,16.73176
0.000477,12,16.760015
0.000447,12,16.787951
