#{"t_start": 1680834327.7012653, "env_id": "JPEGEncode-v0"}
r,l,t
42.987682,12,7.222198
52.220944,12,7.269523
7.8814,12,7.3172
48.586502,12,7.365774
9.30169,12,7.413074
50.830667,12,7.460436
48.135145,12,7.50807
62.459351,12,7.556516
13.844736,12,7.604015
48.135691,12,7.652391
21.284884,12,7.699257
51.299129,12,7.747327
49.58388,12,7.794938
42.475219,12,7.842839
59.218397,12,7.890756
7.901251,12,7.937428
9.061109,12,7.983751
53.259298,12,8.030634
49.986739,12,8.078678
10.067685,12,8.126356
33.242643,12,8.174304
19.190823,12,8.221545
51.263485,12,8.269302
40.372615,12,8.317248
7.939764,12,8.363902
58.07561,12,8.411194
8.200947,12,8.458101
37.630927,12,8.503336
48.500709,12,8.550702
47.758323,12,8.598918
7.570593,12,8.645352
23.718117,12,8.692535
37.695533,12,8.740309
44.138629,12,8.78741
37.19526,12,8.834576
47.37518,12,8.882022
7.489416,12,8.929128
46.79808,12,8.976887
55.656185,12,9.0248
56.910688,12,9.072142
13.347691,12,9.118649
7.466436,12,9.165153
7.963046,12,9.210994
23.649078,12,9.257642
40.471408,12,9.305621
53.791638,12,9.352569
35.819915,12,9.398657
7.642082,12,9.445358
29.357439,12,9.492184
54.974172,12,9.545506
9.357983,12,9.591439
59.613392,12,9.638218
47.878272,12,9.685343
59.19329,12,9.731633
10.617973,12,9.778961
47.077307,12,9.826503
7.95454,12,9.872702
51.709086,12,9.920892
36.517596,12,9.968292
41.835989,12,10.014869
36.399037,12,10.062696
7.949729,12,10.109692
60.108794,12,10.157343
46.936314,12,10.205082
8.880043,12,10.257375
7.375932,12,10.304806
27.812459,12,10.351468
10.572268,12,10.397928
36.615457,12,10.445118
12.177079,12,10.492457
52.4082,12,10.53921
53.147708,12,10.586212
45.485048,12,10.63386
22.256357,12,10.679034
21.054399,12,10.726254
25.51458,12,10.773015
48.69971,12,10.821098
7.453093,12,10.868561
7.949704,12,10.915805
48.43486,12,10.962836
40.273158,12,11.014871
49.27661,12,11.062467
7.322868,12,11.109126
50.425867,12,11.156445
34.308693,12,11.203246
41.798568,12,15.893293
56.403768,12,15.945712
46.020759,12,15.998529
53.61167,12,16.051403
58.121029,12,16.103936
55.603533,12,16.156179
42.569983,12,16.208047
28.010761,12,16.259721
47.222303,12,16.311997
8.136348,12,16.364358
51.554202,12,16.416388
64.408442,12,16.467996
46.322811,12,16.518173
53.352974,12,16.566477
45.018965,12,16.617383
26.699392,12,16.668994
48.650273,12,16.720264
46.403834,12,16.772595
44.424132,12,16.824762
42.708626,12,16.876499
45.914193,12,16.928028
41.983456,12,16.980117
46.754821,12,17.032298
11.06425,12,17.083942
54.458496,12,17.13575
19.178439,12,17.187036
28.342424,12,17.23836
47.314856,12,17.290892
13.965149,12,17.342968
52.28792,12,17.395161
29.22931,12,17.447451
43.520385,12,17.499658
52.583893,12,17.551412
37.959829,12,17.603182
41.927916,12,17.655559
45.731449,12,17.707329
39.005632,12,17.758816
48.04431,12,17.81106
18.952138,12,17.862869
51.410367,12,17.914772
47.259636,12,17.966136
39.21961,12,18.018096
49.321563,12,18.070055
53.764765,12,18.122075
50.268447,12,18.174107
