#{"t_start": 1680834327.7024593, "env_id": "JPEGEncode-v0"}
r,l,t
23.862148,12,7.222454
7.779998,12,7.269716
51.818542,12,7.317589
53.645395,12,7.36612
21.349571,12,7.413366
29.405997,12,7.460614
58.047867,12,7.508427
56.943305,12,7.556879
48.959914,12,7.604295
48.894795,12,7.652712
9.945233,12,7.699448
42.836715,12,7.747661
8.371611,12,7.795185
62.661682,12,7.843186
49.811251,12,7.89104
9.352273,12,7.937624
7.263467,12,7.983998
12.854606,12,8.030812
42.331471,12,8.079005
24.582546,12,8.126599
48.211741,12,8.174663
31.889338,12,8.22186
36.42432,12,8.269619
43.387901,12,8.317611
54.052573,12,8.364148
47.522489,12,8.411423
18.308941,12,8.458339
7.639712,12,8.503503
7.45499,12,8.55097
42.625986,12,8.59921
34.165702,12,8.64553
47.447815,12,8.692787
55.192434,12,8.740635
38.681204,12,8.787584
9.345945,12,8.834849
43.060274,12,8.882292
35.369736,12,8.929393
13.751816,12,8.977236
44.675564,12,9.025151
36.294726,12,9.072371
53.03925,12,9.118904
48.04383,12,9.165433
14.315178,12,9.211277
43.563403,12,9.257823
53.176626,12,9.305967
15.726201,12,9.352737
7.294331,12,9.398907
51.420001,12,9.445634
50.314615,12,9.492435
39.782066,12,9.545867
8.29261,12,9.59161
32.684378,12,9.638388
57.777406,12,9.685656
7.954698,12,9.731892
53.982249,12,9.779309
38.117136,12,9.826745
34.213828,12,9.873027
54.393593,12,9.921212
32.217004,12,9.968641
40.032825,12,10.015094
53.808297,12,10.063062
40.815231,12,10.109937
43.399331,12,10.1576
58.539947,12,10.205426
31.185913,12,10.257757
56.660894,12,10.305194
8.443727,12,10.351633
13.044317,12,10.398191
21.806445,12,10.445381
43.155337,12,10.492745
19.919023,12,10.539381
20.589333,12,10.586468
40.583572,12,10.63413
7.234944,12,10.679201
31.585898,12,10.726496
31.655417,12,10.773315
64.800353,12,10.821474
46.909673,12,10.868974
43.331867,12,10.916166
7.309518,12,10.963086
17.399804,12,11.015049
47.68718,12,11.062806
21.752594,12,11.109385
34.431397,12,11.156739
39.826463,12,11.203489
48.780634,12,15.89369
60.333574,12,15.946079
42.434392,12,15.998837
48.108689,12,16.051752
30.745945,12,16.10424
30.150584,12,16.156481
16.233657,12,16.208328
32.110093,12,16.260065
26.008702,12,16.312399
41.210885,12,16.364688
37.261628,12,16.416677
53.561778,12,16.4683
23.090075,12,16.518547
29.45001,12,16.5668
13.524272,12,16.617672
12.116953,12,16.669307
43.786693,12,16.720563
35.325719,12,16.772893
44.869605,12,16.825109
33.566055,12,16.876867
45.225189,12,16.928338
44.09742,12,16.980444
46.20179,12,17.032669
41.550458,12,17.084217
12.427764,12,17.136085
54.671043,12,17.187323
26.447943,12,17.238696
49.760213,12,17.291244
41.757042,12,17.343293
43.008486,12,17.395454
50.329575,12,17.447818
10.530547,12,17.499974
45.39818,12,17.551737
43.695065,12,17.603562
39.637199,12,17.65587
30.597004,12,17.707619
54.380073,12,17.75914
50.784571,12,17.811437
37.162515,12,17.863149
12.896366,12,17.915079
10.630619,12,17.966416
25.443581,12,18.018448
8.302313,12,18.070334
40.787255,12,18.122447
16.02256,12,18.174417
