#{"t_start": 1682478421.7543526, "env_id": "FuzzGym-v0"}
r,l,t
79.416027,11,4.236667
79.401826,11,4.769958
79.42514,11,5.333426
79.40807,11,5.864648
79.410913,11,6.34816
79.41756,11,6.909359
79.400724,11,7.43886
79.385352,11,7.920973
79.393086,11,8.429141
79.390945,11,8.924016
79.398331,11,9.438214
79.394529,11,9.943568
79.406876,11,10.483428
79.414801,11,11.039732
79.422046,11,11.600261
79.388331,11,12.091029
79.405896,11,12.630926
79.396322,11,13.137783
79.407639,11,13.639766
79.407192,11,14.167892
79.406354,11,14.681104
79.414428,11,15.220959
79.397355,11,15.739832
79.407206,11,16.254164
79.412521,11,16.789197
79.398969,11,17.325552
79.388936,11,17.774845
79.404033,11,18.29237
79.392172,11,18.82408
79.391748,11,19.308025
79.405905,11,19.833889
79.412638,11,20.346111
79.399266,11,20.85805
79.421056,11,21.412816
79.404894,11,21.922193
79.391796,11,22.430661
79.410795,11,22.96964
79.387828,11,23.457877
79.396335,11,23.961145
79.398784,11,24.450155
79.401747,11,24.929579
79.391529,11,25.429878
79.413219,11,25.967665
79.387371,11,26.464812
79.394273,11,26.952403
79.406368,11,27.504969
79.39826,11,28.02453
79.410953,11,28.558568
79.415069,11,29.095387
79.395837,11,29.612286
79.405754,11,30.113363
79.404125,11,30.62015
79.40691,11,31.131227
79.424454,11,31.658805
79.395616,11,32.137045
79.412935,11,32.650229
79.412748,11,33.193304
79.397708,11,33.70475
79.407821,11,34.22882
79.399831,11,34.745913
79.406999,11,35.253072
79.411945,11,35.768231
79.408544,11,36.321859
79.390226,11,36.833925
79.401678,11,37.344056
79.395129,11,37.828841
79.383771,11,38.285489
79.39222,11,38.734681
79.382428,11,39.151349
79.396798,11,39.595483
79.410138,11,40.129023
79.394915,11,40.631115
79.398092,11,41.142
79.408428,11,41.690188
79.414094,11,42.209401
79.40937,11,42.747891
79.4081,11,43.278522
79.409319,11,43.826163
79.390598,11,44.313607
79.393608,11,44.819804
79.419183,11,45.36584
79.410538,11,45.928427
79.417206,11,46.460189
79.403327,11,46.974684
79.406379,11,47.489855
79.399443,11,47.998782
79.405423,11,48.463503
79.393254,11,48.970904
79.403491,11,49.479031
79.371291,11,49.896689
79.37275,11,50.331411
79.385367,11,50.81509
79.400323,11,51.345153
79.401446,11,56.624527
79.411409,11,57.121856
79.401749,11,57.584949
79.404712,11,58.10192
79.408249,11,58.57993
79.394873,11,59.036327
79.369923,11,59.457118
79.398405,11,59.906879
79.402959,11,60.410537
79.379284,11,60.83023
79.404268,11,61.308051
79.372846,11,61.717874
79.390034,11,62.203913
79.379638,11,62.676584
79.399761,11,63.150854
79.38326,11,63.624555
79.407284,11,64.090463
79.39272,11,64.57296
79.381041,11,65.025224
79.375349,11,65.456834
79.398625,11,65.968621
79.4077,11,66.477716
79.395384,11,66.96032
79.408812,11,67.46203
79.39434,11,67.904509
79.390112,11,68.384608
79.397139,11,68.870707
79.399181,11,69.362078
79.408211,11,69.856352
79.410189,11,70.365229
79.397305,11,70.83497
79.398702,11,71.318712
79.378208,11,71.714233
79.39358,11,72.193616
79.393238,11,72.657042
79.39442,11,73.142677
79.385437,11,73.554367
79.392497,11,73.998063
79.407287,11,74.523138
79.398067,11,75.016419
79.406182,11,75.503954
79.399305,11,75.959481
79.404164,11,76.45355
79.384677,11,76.949239
79.414075,11,77.489765
79.402413,11,78.019289
79.414307,11,78.556054
79.401851,11,79.070295
79.387261,11,79.546417
79.374101,11,79.966387
79.370017,11,80.391845
79.388553,11,80.854888
79.386824,11,81.315312
79.373864,11,81.763535
79.369701,11,82.211494
79.395886,11,82.660931
79.397028,11,83.103356
79.372645,11,83.540559
79.368844,11,83.949207
79.360509,11,84.356492
79.364713,11,84.780054
79.381265,11,85.164793
79.380147,11,85.584257
79.386545,11,86.017837
79.382341,11,86.471507
79.387337,11,86.961171
79.382467,11,87.418476
79.373701,11,87.86155
79.395594,11,88.289564
79.392226,11,88.736959
79.381976,11,89.175092
79.395361,11,89.637426
79.390987,11,90.098329
79.393658,11,90.534883
79.400652,11,91.020128
79.402157,11,91.515725
79.387925,11,91.931695
79.368923,11,92.3445
79.400394,11,92.846623
79.376716,11,93.295367
79.404053,11,93.786179
79.389307,11,94.216947
79.378814,11,94.65318
79.386626,11,95.121197
79.394732,11,95.571548
79.391734,11,96.019269
79.39642,11,96.453643
79.401418,11,96.926727
79.395451,11,97.407656
79.382749,11,97.852183
79.3785,11,98.201787
79.395345,11,98.666822
79.376566,11,99.096965
79.391416,11,104.273013
79.411536,11,104.777561
79.398764,11,105.223061
79.401735,11,105.686289
79.379571,11,106.133271
79.392386,11,106.584485
79.386515,11,107.030375
79.373085,11,107.472024
79.399189,11,107.943335
79.404287,11,108.455711
79.398791,11,108.919277
79.369615,11,109.364996
79.366967,11,109.81182
79.385395,11,110.206599
79.390499,11,110.636907
79.369626,11,111.09432
79.361277,11,111.540099
79.370481,11,112.005627
79.391734,11,112.47898
79.369611,11,112.913453
79.402212,11,113.39748
79.383086,11,113.864435
79.406096,11,114.353231
79.405623,11,114.805955
79.39336,11,115.290445
79.406272,11,115.839504
79.412394,11,116.364145
79.400298,11,116.872442
79.390513,11,117.368501
79.416256,11,117.888211
79.403023,11,118.405138
79.385534,11,118.837392
79.383967,11,119.305869
79.38196,11,119.784735
79.359571,11,120.173331
79.367648,11,120.581725
79.366457,11,120.935297
79.350017,11,121.308028
79.349482,11,121.653488
79.357846,11,122.051543
79.367224,11,122.425122
79.379803,11,123.230293
79.381377,11,123.64919
79.376389,11,124.065356
79.379863,11,124.508414
79.388755,11,124.963351
79.360112,11,125.334845
79.3779,11,125.731569
79.385017,11,126.15491
79.382765,11,126.494038
79.382312,11,126.91562
79.381701,11,127.289916
79.367463,11,127.67515
79.371087,11,128.063418
79.353586,11,128.385763
79.356613,11,128.719256
79.380263,11,129.119144
79.356612,11,129.496372
79.367246,11,129.906015
79.368807,11,130.312499
79.373677,11,130.719596
79.382087,11,131.092087
79.354472,11,131.48377
79.355818,11,131.82797
79.379752,11,132.191849
79.372982,11,132.569129
79.358993,11,132.93355
79.371339,11,133.295483
79.379835,11,133.702089
79.376586,11,134.077433
79.388563,11,134.489046
79.359482,11,134.853173
79.36429,11,135.233744
79.385329,11,135.617057
79.381657,11,136.043205
79.354408,11,136.412434
79.39304,11,136.811196
79.389471,11,137.235533
79.373987,11,137.662018
79.385054,11,138.118067
79.382114,11,138.561398
79.391303,11,139.079179
79.365741,11,139.468622
79.384373,11,139.892866
79.355603,11,140.251912
79.381905,11,140.655311
79.376964,11,141.040602
79.382332,11,141.458659
79.384164,11,141.851554
79.361919,11,142.240789
79.357057,11,142.577518
79.385686,11,142.974033
79.379242,11,143.33907
79.381382,11,148.470537
79.380213,11,148.866272
79.385811,11,149.328009
79.379192,11,149.733734
79.358538,11,150.12123
79.376259,11,150.518662
79.376583,11,150.935848
79.381465,11,151.331868
79.390471,11,151.726355
79.380954,11,152.128486
79.372931,11,152.530882
79.380159,11,152.909419
79.34748,11,153.27267
79.378083,11,153.68231
79.364621,11,154.081342
79.360699,11,154.4489
79.381052,11,154.843519
79.356501,11,155.205694
79.398057,11,155.648582
79.385566,11,156.080355
79.383497,11,156.501117
79.396887,11,156.974383
79.387247,11,157.351148
79.375138,11,157.756358
79.361561,11,158.152275
79.383319,11,158.584918
79.379778,11,158.987577
79.377254,11,159.394006
79.361702,11,159.790778
79.374306,11,160.202135
79.356469,11,160.582967
79.385014,11,161.001233
79.395428,11,161.430105
79.352278,11,161.782819
79.369509,11,162.166879
79.381806,11,162.571524
79.355132,11,162.917572
79.356285,11,163.309795
79.387788,11,163.742378
79.362612,11,164.094221
79.368142,11,164.520634
79.366922,11,164.937558
79.360718,11,165.331641
79.377355,11,165.824128
79.384326,11,166.284662
79.40432,11,166.775481
79.360782,11,167.151225
79.416456,11,167.656042
79.405198,11,168.166418
79.395159,11,168.63558
79.393262,11,169.129512
79.387052,11,169.605662
79.395585,11,170.09418
79.403669,11,170.608252
79.396089,11,171.068386
79.379282,11,171.529554
79.399169,11,172.027278
79.393027,11,172.534431
79.398611,11,173.038767
79.392248,11,173.489511
79.38357,11,173.946145
79.381614,11,174.402873
79.37302,11,174.858474
79.366693,11,175.30003
79.388465,11,175.748036
79.388373,11,176.182285
79.373776,11,176.607884
79.398353,11,177.017773
79.390935,11,177.499187
79.37491,11,177.937602
79.383318,11,178.405803
79.410467,11,178.888541
79.412045,11,179.452332
79.423689,11,179.955435
79.377528,11,180.363041
79.365521,11,180.736053
79.380405,11,181.19582
79.396096,11,181.605949
79.373603,11,181.984318
79.400781,11,182.501187
79.37899,11,182.978421
79.40624,11,183.471416
79.395756,11,183.964359
79.377661,11,184.409928
79.406349,11,184.897448
79.396806,11,185.400972
79.39378,11,185.862913
79.385039,11,186.349398
79.395091,11,186.80699
79.401829,11,187.26879
79.384407,11,187.707126
79.381666,11,188.096801
79.41118,11,188.608678
79.402161,11,193.853922
79.411125,11,194.389954
79.406335,11,194.907088
79.406451,11,195.409057
79.393879,11,195.870792
79.408867,11,196.396002
79.402765,11,196.933771
79.411661,11,197.442111
79.414595,11,197.992656
79.412943,11,198.554631
79.396199,11,199.055327
79.416158,11,199.580096
79.414238,11,200.127222
79.412362,11,200.688295
79.408828,11,201.2035
79.395859,11,201.699558
79.388476,11,202.178796
79.402546,11,202.689622
79.398919,11,203.175085
79.399764,11,203.640287
79.383323,11,204.095351
79.401768,11,204.546628
79.379797,11,204.987179
79.402038,11,205.450949
79.405335,11,205.969685
79.420074,11,206.518605
79.388965,11,207.031531
79.418229,11,207.565706
79.390609,11,208.091817
79.417527,11,208.610718
79.416657,11,209.135913
79.413226,11,209.693633
79.412325,11,210.229925
79.422115,11,210.783626
79.409825,11,211.293
79.387557,11,211.727341
79.396373,11,212.209965
79.39275,11,212.681063
79.390192,11,213.091347
79.385057,11,213.543225
79.389033,11,214.000086
79.403779,11,214.50152
79.376746,11,214.930333
79.392613,11,215.42463
79.406302,11,215.918078
79.395832,11,216.346261
79.394504,11,216.799968
79.403796,11,217.284372
79.395854,11,217.770396
79.396943,11,218.24361
79.399492,11,218.737858
79.396634,11,219.20592
79.395305,11,219.645428
79.394702,11,220.104759
79.393652,11,220.56059
79.378961,11,221.035482
79.40136,11,221.531111
79.403437,11,222.007598
79.393744,11,222.503674
79.401782,11,223.006849
79.391789,11,223.474642
79.394127,11,223.973854
79.361925,11,224.356409
79.404994,11,224.865836
79.377355,11,225.318765
79.399793,11,225.783969
79.390847,11,226.242293
79.400411,11,226.735559
79.404793,11,227.217461
79.417964,11,227.760056
79.407069,11,228.278155
79.389385,11,228.746522
79.39195,11,229.20296
79.373017,11,229.682845
79.399621,11,230.18898
79.38846,11,230.570539
79.377427,11,231.006387
79.394021,11,231.483412
79.374718,11,231.944207
79.401592,11,232.404427
79.392711,11,232.876119
79.383539,11,233.322915
79.395542,11,234.495209
79.407271,11,234.951636
79.404049,11,235.458992
79.408316,11,235.984263
79.378876,11,236.449979
79.406084,11,236.916534
79.408127,11,237.420634
79.38617,11,237.873857
79.402559,11,238.381965
79.40854,11,238.869615
79.387164,11,239.352249
79.394665,11,244.563484
79.375253,11,244.945729
79.370529,11,245.299242
79.384384,11,245.712304
79.365043,11,246.090722
79.370008,11,246.492274
79.389501,11,246.948678
79.395107,11,247.379147
79.407156,11,247.857125
79.392675,11,248.328205
79.403407,11,248.827681
79.375524,11,249.29668
79.388004,11,249.741681
79.396524,11,250.182113
79.395987,11,250.646146
79.399761,11,251.148479
79.400996,11,251.658793
79.402284,11,252.155257
79.393906,11,252.628359
79.403979,11,253.126509
79.391939,11,253.607192
79.388958,11,254.089362
79.402666,11,254.574592
79.391966,11,255.048896
79.393244,11,255.532683
79.3976,11,256.007916
79.399301,11,256.497853
79.395483,11,256.97569
